기온,날짜,자치구
4.758333333,20150216,광진구
2.2833333330000003,20150217,광진구
1.6458333330000001,20150218,광진구
3.295833333,20150219,광진구
7.325,20150220,광진구
6.2125,20150221,광진구
2.245833333,20150222,광진구
2.3875,20150223,광진구
3.5125,20150224,광진구
6.545833332999999,20150225,광진구
-0.204166667,20150226,광진구
0.26666666699999997,20150227,광진구
4.233333333,20150228,광진구
-1.245833333,20150201,동대문구
0.725,20150202,동대문구
1.608333333,20150203,동대문구
1.4791666669999999,20150204,동대문구
0.845833333,20150205,동대문구
1.8208333330000002,20150206,동대문구
-0.55,20150207,동대문구
-8.9625,20150208,동대문구
-1.133333333,20150209,동대문구
3.391666667,20150210,동대문구
2.55,20150211,동대문구
-1.466666667,20150212,동대문구
0.454166667,20150213,동대문구
3.9375,20150214,동대문구
8.333333332999999,20150215,동대문구
4.4875,20150216,동대문구
2.1583333330000003,20150217,동대문구
1.3541666669999999,20150218,동대문구
3.1375,20150219,동대문구
7.029166667,20150220,동대문구
5.970833333,20150221,동대문구
2.075,20150222,동대문구
2.083333333,20150223,동대문구
3.183333333,20150224,동대문구
6.358333332999999,20150225,동대문구
-0.304166667,20150226,동대문구
0.1875,20150227,동대문구
4.033333333,20150228,동대문구
-1.3125,20150201,중랑구
0.5708333329999999,20150202,중랑구
1.5125,20150203,중랑구
1.5083333330000002,20150204,중랑구
0.9375,20150205,중랑구
1.7291666669999999,20150206,중랑구
-0.5458333329999999,20150207,중랑구
-9.016666667,20150208,중랑구
-1.195833333,20150209,중랑구
3.3375,20150210,중랑구
2.670833333,20150211,중랑구
-1.404166667,20150212,중랑구
0.3125,20150213,중랑구
