,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,성북구,장위동,  71 ,  4 ,  9 ,  6 ,  11 ,  6 ,  8 ,  27 ,  - 
서울특별시,성북구,정릉동,  196 ,  38 ,  37 ,  34 ,  28 ,  11 ,  18 ,  27 ,  3 
서울특별시,성북구,종암동,  63 ,  7 ,  15 ,  8 ,  9 ,  3 ,  3 ,  10 ,  8 
서울특별시,성북구,하월곡동,  74 ,  15 ,  11 ,  11 ,  11 ,  3 ,  11 ,  11 ,  1 
서울특별시,송파구,가락동,  79 ,  15 ,  13 ,  8 ,  6 ,  30 ,  3 ,  3 ,  1 
서울특별시,송파구,거여동,  43 ,  2 ,  5 ,  8 ,  5 ,  14 ,  4 ,  3 ,  2 
서울특별시,송파구,마천동,  44 ,  6 ,  6 ,  2 ,  7 ,  11 ,  3 ,  9 ,  - 
서울특별시,송파구,문정동,  36 ,  3 ,  4 ,  5 ,  9 ,  12 ,  1 ,  - ,  2 
서울특별시,송파구,방이동,  121 ,  20 ,  24 ,  6 ,  13 ,  31 ,  18 ,  - ,  9 
서울특별시,송파구,삼전동,  53 ,  10 ,  9 ,  4 ,  15 ,  7 ,  7 ,  - ,  1 
서울특별시,송파구,석촌동,  47 ,  8 ,  4 ,  5 ,  10 ,  9 ,  8 ,  1 ,  2 
서울특별시,송파구,송파동,  54 ,  6 ,  5 ,  3 ,  7 ,  13 ,  11 ,  1 ,  8 
서울특별시,송파구,신천동,  18 ,  7 ,  2 ,  - ,  5 ,  - ,  1 ,  2 ,  1 
서울특별시,송파구,오금동,  70 ,  10 ,  11 ,  6 ,  14 ,  19 ,  6 ,  3 ,  1 
서울특별시,송파구,잠실동,  113 ,  20 ,  6 ,  7 ,  35 ,  8 ,  15 ,  19 ,  3 
서울특별시,송파구,장지동,  27 ,  17 ,  - ,  2 ,  2 ,  - ,  6 ,  - ,  - 
서울특별시,송파구,풍납동,  84 ,  20 ,  11 ,  12 ,  13 ,  9 ,  12 ,  7 ,  - 
서울특별시,양천구,목동,  152 ,  14 ,  28 ,  14 ,  25 ,  30 ,  21 ,  15 ,  5 
서울특별시,양천구,신월동,  172 ,  26 ,  18 ,  10 ,  26 ,  40 ,  33 ,  15 ,  4 
서울특별시,양천구,신정동,  195 ,  27 ,  32 ,  45 ,  39 ,  24 ,  16 ,  9 ,  3 
서울특별시,영등포구,당산동,  12 ,  - ,  1 ,  - ,  - ,  - ,  - ,  6 ,  5 
서울특별시,영등포구,당산동1가,  5 ,  - ,  2 ,  - ,  - ,  2 ,  - ,  1 ,  - 
서울특별시,영등포구,당산동2가,  4 ,  2 ,  - ,  - ,  - ,  - ,  - ,  1 ,  1 
서울특별시,영등포구,당산동3가,  10 ,  1 ,  3 ,  - ,  - ,  1 ,  2 ,  3 ,  - 
서울특별시,영등포구,당산동4가,  5 ,  1 ,  - ,  1 ,  1 ,  - ,  1 ,  1 ,  - 
서울특별시,영등포구,당산동5가,  7 ,  - ,  2 ,  1 ,  - ,  - ,  3 ,  1 ,  - 
서울특별시,영등포구,당산동6가,  15 ,  7 ,  1 ,  2 ,  - ,  4 ,  - ,  1 ,  - 
서울특별시,영등포구,대림동,  85 ,  8 ,  9 ,  7 ,  15 ,  15 ,  12 ,  12 ,  7 
서울특별시,영등포구,도림동,  14 ,  1 ,  4 ,  - ,  1 ,  - ,  3 ,  3 ,  2 
서울특별시,영등포구,문래동1가,  4 ,  1 ,  - ,  - ,  1 ,  - ,  - ,  1 ,  1 
서울특별시,영등포구,문래동2가,  3 ,  - ,  - ,  - ,  - ,  1 ,  1 ,  1 ,  - 
서울특별시,영등포구,문래동3가,  16 ,  4 ,  1 ,  3 ,  - ,  1 ,  - ,  2 ,  5 
서울특별시,영등포구,문래동4가,  7 ,  1 ,  1 ,  - ,  2 ,  - ,  1 ,  1 ,  1 
서울특별시,영등포구,문래동5가,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - ,  - 
서울특별시,영등포구,문래동6가,  4 ,  - ,  2 ,  - ,  - ,  - ,  - ,  - ,  2 
서울특별시,영등포구,신길동,  145 ,  16 ,  24 ,  15 ,  18 ,  13 ,  18 ,  29 ,  12 
서울특별시,영등포구,양평동,  4 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  4 
서울특별시,영등포구,양평동1가,  8 ,  1 ,  1 ,  - ,  2 ,  2 ,  - ,  2 ,  - 
