,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,서대문구,홍은동,"  3,663 ",  258 ,  164 ,  172 ,  439 ,  739 ,  403 ,"  1,406 ",  82 
서울특별시,서대문구,홍제동,"  2,962 ",  147 ,  114 ,  190 ,  436 ,  554 ,  423 ,"  1,014 ",  84 
서울특별시,서초구,내곡동,  301 ,  56 ,  17 ,  10 ,  14 ,  1 ,  86 ,  91 ,  26 
서울특별시,서초구,반포동,"  1,572 ",  221 ,  169 ,  177 ,  357 ,  226 ,  121 ,  207 ,  94 
서울특별시,서초구,방배동,"  5,281 ",  655 ,  553 ,  384 ,  847 ,  780 ,  583 ,"  1,351 ",  128 
서울특별시,서초구,서초동,"  1,879 ",  174 ,  289 ,  213 ,  323 ,  284 ,  359 ,  204 ,  33 
서울특별시,서초구,신원동,  253 ,  77 ,  9 ,  9 ,  7 ,  2 ,  18 ,  119 ,  12 
서울특별시,서초구,양재동,"  1,466 ",  166 ,  94 ,  235 ,  412 ,  453 ,  65 ,  25 ,  16 
서울특별시,서초구,염곡동,  163 ,  14 ,  37 ,  5 ,  9 ,  3 ,  30 ,  56 ,  9 
서울특별시,서초구,우면동,  475 ,  154 ,  36 ,  41 ,  74 ,  36 ,  22 ,  109 ,  3 
서울특별시,서초구,원지동,  19 ,  2 ,  - ,  3 ,  2 ,  - ,  3 ,  8 ,  1 
서울특별시,서초구,잠원동,  486 ,  31 ,  39 ,  80 ,  115 ,  71 ,  40 ,  106 ,  4 
서울특별시,성동구,금호동1가,  302 ,  3 ,  15 ,  70 ,  101 ,  30 ,  12 ,  69 ,  2 
서울특별시,성동구,금호동2가,  371 ,  25 ,  19 ,  8 ,  58 ,  51 ,  69 ,  136 ,  5 
서울특별시,성동구,금호동3가,  825 ,  31 ,  65 ,  38 ,  165 ,  197 ,  98 ,  227 ,  4 
서울특별시,성동구,금호동4가,  544 ,  23 ,  38 ,  31 ,  53 ,  119 ,  73 ,  204 ,  3 
서울특별시,성동구,도선동,  309 ,  13 ,  10 ,  9 ,  35 ,  72 ,  37 ,  124 ,  9 
서울특별시,성동구,마장동,"  1,365 ",  68 ,  93 ,  51 ,  155 ,  221 ,  234 ,  535 ,  8 
서울특별시,성동구,사근동,  691 ,  13 ,  25 ,  14 ,  139 ,  102 ,  62 ,  333 ,  3 
서울특별시,성동구,상왕십리동,  74 ,  14 ,  - ,  - ,  - ,  - ,  1 ,  58 ,  1 
서울특별시,성동구,성수동1가,"  1,887 ",  28 ,  81 ,  45 ,  424 ,  526 ,  145 ,  598 ,  40 
서울특별시,성동구,성수동2가,"  1,671 ",  54 ,  70 ,  62 ,  317 ,  397 ,  198 ,  572 ,  1 
서울특별시,성동구,송정동,"  1,029 ",  56 ,  11 ,  22 ,  155 ,  271 ,  33 ,  479 ,  2 
서울특별시,성동구,옥수동,  329 ,  32 ,  14 ,  29 ,  37 ,  43 ,  50 ,  87 ,  37 
서울특별시,성동구,용답동,"  1,518 ",  27 ,  63 ,  30 ,  223 ,  484 ,  39 ,  651 ,  1 
서울특별시,성동구,응봉동,  495 ,  4 ,  23 ,  40 ,  164 ,  51 ,  15 ,  197 ,  1 
서울특별시,성동구,하왕십리동,  885 ,  49 ,  41 ,  34 ,  131 ,  199 ,  89 ,  331 ,  11 
서울특별시,성동구,행당동,"  1,343 ",  49 ,  118 ,  130 ,  206 ,  282 ,  116 ,  439 ,  3 
서울특별시,성동구,홍익동,  294 ,  13 ,  7 ,  8 ,  59 ,  96 ,  13 ,  98 ,  - 
서울특별시,성북구,길음동,"  1,431 ",  66 ,  139 ,  40 ,  173 ,  172 ,  131 ,  542 ,  168 
서울특별시,성북구,돈암동,  885 ,  45 ,  65 ,  64 ,  46 ,  48 ,  70 ,  424 ,  123 
서울특별시,성북구,동선동1가,  133 ,  5 ,  1 ,  3 ,  9 ,  4 ,  20 ,  76 ,  15 
서울특별시,성북구,동선동2가,  243 ,  30 ,  16 ,  28 ,  64 ,  41 ,  - ,  35 ,  29 
서울특별시,성북구,동선동3가,  245 ,  12 ,  10 ,  28 ,  56 ,  49 ,  7 ,  50 ,  33 
서울특별시,성북구,동선동4가,  245 ,  6 ,  7 ,  14 ,  52 ,  40 ,  13 ,  67 ,  46 
서울특별시,성북구,동선동5가,  230 ,  23 ,  5 ,  19 ,  30 ,  30 ,  16 ,  76 ,  31 
서울특별시,성북구,동소문동1가,  99 ,  6 ,  8 ,  8 ,  17 ,  9 ,  5 ,  28 ,  18 
서울특별시,성북구,동소문동2가,  165 ,  - ,  1 ,  - ,  20 ,  7 ,  - ,  20 ,  117 
